image_path,label
./CIFAR10_Syn_Coreset/ipc500/airplane/0028d579-ff86-4341-8b0d-ef73442829e6.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/00552627-644a-440d-9d66-c8a122908870.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/01cd31cc-781f-43ca-b542-cf541d66635b.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/01dd4085-4cd0-4d24-87ba-72c0290cff18.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/02647336-f21a-4f58-bafd-cd3752f6a18a.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/02b152a9-f2bf-492a-a563-e22941cf7aa2.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/02e7057d-925b-47e8-863d-00329ca0a120.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/03365e65-b38f-4b5d-99a7-c9080a6be5d1.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/033d6c55-3892-4447-a719-9f7a7544e5c6.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/03b9d29a-3420-4bda-8ca1-dceec8ef8d2e.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/040b900f-93ef-4bf6-b784-933b3fc7a69c.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/068ea865-3618-4ad8-9372-a2e9ace0f19e.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/06f4d41e-a8dc-4f5f-bff8-fe78e94098d3.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0777bb89-c679-461d-894b-c9f859d0a494.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0885bd8a-9463-4a4d-806a-7fc57bcbb86f.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/092e9688-bc6f-4470-aaed-0ca4840340e6.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/09557b85-ff2a-4052-afb5-70936e9ef32a.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/09e71e18-cd57-4b98-8dff-a447697f8c9a.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0a5960f0-f499-4a5e-b03d-121d7d19b52a.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0aa1ff88-a1be-4992-8a22-f55bc012b721.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0aca7419-1255-42d9-8b71-cce123049eac.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0b39cf98-aca2-4f8b-9abf-648ec838f450.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0b5056f6-5afb-4380-9a4a-de161eaf4873.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0bac8986-fd18-4403-a047-7bb098707ba5.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0c92f855-fe86-46b8-bebd-e84f0bbbd1e9.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0da9bc40-665b-4d6c-b477-15ff37f07002.png,0
./CIFAR10_Syn_Coreset/ipc500/airplane/0e036159-2c0b-4742-96f9-9191f1239e37.png,0
