image_path,label
./CIFAR10_Syn_Coreset/ipc10/airplane/12a9e4fe-8f43-4512-a36c-086da1e0d41c.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/145dd04f-f988-409c-b757-c894d40dc1b2.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/1bfa1e3c-9a7d-46db-9a03-c70f154fad88.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/4485d86d-6ed5-4124-8063-63a1ba5f43cb.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/6c641b93-cb97-48ed-b1b8-e669d56ae2b7.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/724bb56c-fa9b-40a0-93a1-3ce4da786cb6.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/86801889-436a-403c-b164-bca306237772.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/a2c4f581-3492-4af9-b530-c8caa8cdb0de.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/a4415f0c-faa3-49ae-997f-666537420c3b.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/abb15ab0-c5d8-4be4-9c47-aab866b3e302.png,0
./CIFAR10_Syn_Coreset/ipc10/automobile/04a36fe5-c0d7-4138-a6e7-b621870a1f81.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/085fbe3e-d144-4480-8788-30211ea6c298.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/1ae85063-bf02-4df4-8823-37ed09f46506.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/1dbce02a-c9e4-421b-8cd2-1c4429288fe0.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/2e2b7503-fbae-40c4-b097-1d8ba52b7159.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/30a39aed-a6fc-4e99-95f6-5313421fd322.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/65eba4e7-3130-4987-974d-9ae5efb85102.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/741100ec-549f-4f90-8b5d-055a9a492221.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/762cc2d9-50fb-42ee-9265-36391a1e7c79.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/97b0995e-2ae2-427f-9916-45e61298f6d0.png,1
./CIFAR10_Syn_Coreset/ipc10/bird/04468b1c-8fd5-4aff-b6f9-3b5651baf640.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/08179537-ea4e-4ef2-9908-1554cdd16c70.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/08a80cc5-63b3-408f-b0f2-6bb87bb04ad0.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/75b99d22-ccfc-4e7b-83d6-a489ad8618c4.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/7c67bda0-f754-4259-bd9c-a7ecd287c806.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/858e45f3-1c72-470a-8a00-220971635abd.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/90b85a9d-6f85-4363-af4a-f0eafb3f35da.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/c5f3b479-8759-4f03-9181-3a34384a6aaf.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/d2696f1c-c4be-4cc9-878e-ffdb6364b684.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/e5c75e97-d505-40f8-ae6f-0f0c03106a35.png,2
./CIFAR10_Syn_Coreset/ipc10/cat/6801ab0f-c523-4618-b4d3-e0fb5a51f5d9.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/734bf8b9-7c85-4647-b058-ef485e93a104.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/80be53f0-4955-45a7-907d-db6781da7b39.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/83e3a056-3366-44f0-8057-53b5fa85c11e.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/852d572c-b379-42ef-b5e2-fea99922ef41.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/8da1730f-26b8-4954-9324-9954d3e4ec58.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/a7a672d5-8b44-4c12-971e-f65dd6afdac2.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/aec1750c-ef6c-4ad6-abf4-ff601d16bc8e.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/daa3ad57-fc52-4e65-b365-f454c9cbf30a.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/f18c03ee-b903-415a-ae64-f460c44bcaec.png,3
./CIFAR10_Syn_Coreset/ipc10/deer/16a9da72-93cd-4b0e-8878-2a2b438a9da7.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/16c7aba2-27b1-4aa2-9758-f7aff0382ef8.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/297778e6-87ad-4b49-a09a-603bb2aa9058.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/456713a7-3f89-432c-9157-33cb43603052.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/621a7e48-8434-4fb3-bcc8-1a3297f844f0.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/b2490da5-4571-4dd8-add9-a74c8470e03f.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/cddfc4f3-1ae5-4690-b3f5-ad3f23aa9614.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/d3eb8dc3-43ad-4bd9-8b65-805b85fb8d77.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/dcee9897-a9a0-4eac-ac3f-9ca222faa0c9.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/f19134d1-3ff8-4fb3-a61f-50f08510f7ec.png,4
./CIFAR10_Syn_Coreset/ipc10/dog/2f186c18-6979-4d68-801e-1c182185c0e4.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/52f341d8-2c7d-463f-8443-ecf0f97ef0b2.png,5
