image_path,label
./CIFAR10_Syn_Coreset/ipc1/airplane/d10bb63d-cd70-4f4b-b2d9-445082340acb.png,0
./CIFAR10_Syn_Coreset/ipc1/automobile/5a676437-8ba3-49fc-9855-8e8ddd46cbd5.png,1
./CIFAR10_Syn_Coreset/ipc1/bird/d1a9436e-bd72-4dc0-9b81-3a899fd0c036.png,2
./CIFAR10_Syn_Coreset/ipc1/cat/a6697786-bf93-4924-a425-5ba7f42ecde2.png,3
./CIFAR10_Syn_Coreset/ipc1/deer/8f69fc13-de00-4dcf-a5c8-0a7a981b3317.png,4
./CIFAR10_Syn_Coreset/ipc1/dog/a71a829e-da91-4166-9b9c-752e2acfb5b2.png,5
./CIFAR10_Syn_Coreset/ipc1/frog/527902c5-dd52-463e-b287-a06d8a58653a.png,6
./CIFAR10_Syn_Coreset/ipc1/horse/d0d05541-bc54-4114-a92e-446a15bc68c5.png,7
./CIFAR10_Syn_Coreset/ipc1/ship/73af5334-b8cf-40cf-b735-507f02f90bf3.png,8
./CIFAR10_Syn_Coreset/ipc1/truck/f88d5e78-3c0d-4f7d-bcb0-086a2b2406d4.png,9
