image_path,label
./CIFAR10_Syn_Coreset/ipc10/airplane/4a5ebd82-7e03-4231-a7c7-7a5e5f5d4edb.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/57b9f399-8db7-479e-880d-7b8249a0c5dc.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/65e034e0-0fb2-4067-a73a-e11dc85b2391.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/7067e6da-b2c0-476a-8edc-fa7e67ec916e.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/74accf77-3fd7-4d85-b87e-ea3ea7a868af.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/7b618aed-db90-4d33-b1d2-eac5bfc7f11a.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/8eb9e0c8-fd57-41c3-8b6c-30846ca80dfd.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/a326891b-4597-4634-837a-95e30206dc9c.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/b38e9825-601c-4f2e-b2ef-fa946268994b.png,0
./CIFAR10_Syn_Coreset/ipc10/airplane/bd3f6552-469b-4994-97c3-28a29f2bf096.png,0
./CIFAR10_Syn_Coreset/ipc10/automobile/0e500e71-1e47-4ff1-b810-0eb833be3e54.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/17ecfa6b-e39d-4ecb-b1a8-487f39e7cb6d.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/381d0d60-fa50-4c8c-a100-c2b990d75904.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/4c7a7691-1521-42a8-b339-bf4dafc1d704.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/a54f90d3-a0bf-4915-9258-c0df6a583ba5.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/b2f203d5-d553-4be7-8770-23fc9b7f3d2d.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/b4e60b35-cecd-4a39-85c4-cea6cb2378fa.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/d1111494-930f-41dc-bf95-95f2f65636ea.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/d85c6736-17ec-4c8b-b67d-d58e196fcb1a.png,1
./CIFAR10_Syn_Coreset/ipc10/automobile/ef8f71e9-daf4-4d06-91c5-8ee6c587f4bb.png,1
./CIFAR10_Syn_Coreset/ipc10/bird/017faa15-64ed-4a1d-8690-c3b0f11f3339.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/018d7273-40c3-4e3f-837d-02fddc2f9c1e.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/2c4e4520-1350-4031-b053-557a9d134705.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/349af5a6-c1e9-4292-aaf7-302bc5e43752.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/36ef01a6-8e7a-4ceb-a07e-1b75f37ebeb7.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/52ebe034-c687-409b-8b55-f90c95e0cc53.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/5439ce3e-9dcc-480b-ae34-78e00d6f17b0.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/9b119f15-c0c1-4eac-970f-b479807a599b.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/b4fc819c-3fa9-421c-8ccc-563e93240c56.png,2
./CIFAR10_Syn_Coreset/ipc10/bird/f9377b75-e7d8-49b6-bec9-d60e5f4b8671.png,2
./CIFAR10_Syn_Coreset/ipc10/cat/07cff211-b4e3-4a0d-90b0-bd5fdbfe58bb.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/296bc64a-d748-48e4-af7e-b383cc6b1c48.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/3e80dac0-3b67-4e0d-9a48-fef08b75d29c.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/4937642c-6a9b-4598-8694-fe345c52dcd5.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/5d06143b-f687-4aca-8b4e-85035ae71511.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/6f150c0c-9153-474d-8ce8-e1b32b7cfd2c.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/a7a0523c-46ef-4bb5-887a-19cdc3c15a30.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/b0e9b29a-b7f7-4ba8-a376-427bcc581e6a.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/c06599fa-f80f-459f-b5ff-010ac4f770ba.png,3
./CIFAR10_Syn_Coreset/ipc10/cat/d01cef33-3397-47c0-9701-1b4c4dbc0658.png,3
./CIFAR10_Syn_Coreset/ipc10/deer/12552397-a026-4773-83b5-a72f09101f3e.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/17ecf21a-714d-44a8-a395-584fdc635abc.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/1f723b68-d0d2-49ce-b9a8-ab250612264e.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/231abff6-d3a5-468b-a4a5-bc22f6247f34.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/33cc34ae-2172-4365-8d74-82f70b4e7ef8.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/5da1152f-6ff6-46b4-b61c-066f89ebeb7c.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/9700da60-de78-40c7-bb85-49578f879a9c.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/b071cacc-71de-4454-84c6-602b7b87a5e5.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/c279ed8d-b632-4402-8191-9c84814e4dcf.png,4
./CIFAR10_Syn_Coreset/ipc10/deer/f945a24a-5f0f-46da-97ab-6f754db4a2ad.png,4
./CIFAR10_Syn_Coreset/ipc10/dog/112ebec3-b893-4219-a3f6-2ada68e5278d.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/180ad91d-f7b9-4ded-bcf5-f034cd923cbd.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/23bc1bae-3ca5-48c2-b103-41fc0c2d0d87.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/452fcab4-e424-4d07-992c-7b4be5fa22a9.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/530c304b-85e8-46ac-bad0-206065518d0b.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/83602058-e475-4ae8-a0ec-175ca81ee880.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/8533ecf4-d1a0-427a-ba18-96e506bf2700.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/99b43b13-69b8-4f41-830a-9fcd639c166c.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/9f8ad498-5d05-48f7-a76c-dd1af1c226d9.png,5
./CIFAR10_Syn_Coreset/ipc10/dog/b12543b4-8ec7-4531-ab3d-e1605ca7136a.png,5
./CIFAR10_Syn_Coreset/ipc10/frog/1c9d0b2f-d2c7-4dd7-a5d6-9acabc64a677.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/2ec365e4-4a61-4761-a77f-aacf9cd2607e.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/3c1df962-04cd-4e5e-a2af-5d6bb4f49c6d.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/4166e792-c9a1-4a6d-8545-b18e97a6b95c.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/54d8b79e-c297-454d-bd98-83f68ac5bcb7.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/72bb397b-3d9b-4bb9-96cf-b3d5cace3889.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/ad18d556-9325-41d1-ab43-fc479616ce9f.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/cd9d0a8f-4ea2-4aa5-8a55-60af6902d5e8.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/d79e9b52-5e39-4e15-ae96-fa5aeef451fc.png,6
./CIFAR10_Syn_Coreset/ipc10/frog/eadbe9b9-ebf4-4c1f-a706-f23495de159a.png,6
./CIFAR10_Syn_Coreset/ipc10/horse/130476e5-d74b-4439-85fb-60875a2fe81f.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/26acb072-9334-4e40-a4bb-0b34020f0cc0.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/4326330e-e2de-4435-8d9b-47f609cf3b7e.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/4587e0ab-6880-402b-aa76-c59c682124e1.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/5cf1364b-595b-4513-8e28-7e33a4c74b82.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/6cdc38c3-2813-4fe0-95df-1c260fef9f61.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/73e58642-df70-4aee-8c81-3c8331cc0628.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/d87e1675-d6ac-421e-8bbf-cf16e6b8f0a6.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/e83a31b4-6c3d-4cb0-8451-f7a3efff2df3.png,7
./CIFAR10_Syn_Coreset/ipc10/horse/f79a58b3-9b47-411d-9e03-9a747b046c51.png,7
./CIFAR10_Syn_Coreset/ipc10/ship/41f6097a-ef26-4325-aa38-4dd5475c5853.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/87e19b80-cba9-41d1-8e0c-b1566340a9ef.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/955e815b-a413-4c4d-b13e-1e2bc88cd37b.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/99396e6c-1270-4a4a-914b-69a34722168f.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/b28c7656-64cb-4de1-bd92-4f27241b3515.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/bf7acc93-c56d-4c81-a0b0-25e486d456fa.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/c896cbb6-f87f-4762-a877-90ea98aca248.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/ec288f81-4eaf-42ac-a34a-08dc832a1c48.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/efefb751-1eed-4100-bf5f-7e73ad169765.png,8
./CIFAR10_Syn_Coreset/ipc10/ship/ff988c7b-09fc-4c22-aa06-67ece5daeaec.png,8
./CIFAR10_Syn_Coreset/ipc10/truck/12735e99-0329-4609-9af8-4abe105a2b95.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/382e6221-8415-4c81-b82c-c7deae439739.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/6cdec2d4-e30b-4726-9daf-bb5cd8878cec.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/813d9e4f-5a65-4be4-b4c4-944325b74d9b.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/8b735f32-322e-4435-a267-fd3dbcca3edd.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/9874b657-9a3d-4786-9c7b-3120c1743b84.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/a5257455-d84c-43c1-a2c5-eb67782775a4.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/ba13001b-39da-41ba-80a6-fc047ab7eeba.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/f5086532-04b0-4e79-972a-1653a47cbf7e.png,9
./CIFAR10_Syn_Coreset/ipc10/truck/f73bdfbb-cae9-418d-a69e-906a7e8c0895.png,9
